Store_ID,ItemNum,AltSKU
1001,ben & jerry pint,076840100552
1001,ben & jerry pint,076840100477
1001,ben & jerry pint,076840100354
1001,ben & jerry pint,076840100187
1001,ben & jerry pint,076840100156
1001,ben & jerry pint,076840100149
1001,ben & jerry pint,076840100125
1001,ben & jerry pint,076840100071
1001,ben & jerry pint,076840100057
1001,ben & jerry pint,076840100040
1001,ben & jerry pint,076840042494
1001,ben & jerry pint,076840036745
1001,ben & jerry bar,077567051417
1001,ben & jerry bar,076840200344
1001,ben & jerry bar,076840200320
1001,ben & jerry bar,076840200313
1001,ben & jerry bar,076840200290
1001,ben & jerry bar,076840100361
1001,ben & jerry bar,076840100330
1001,ben & jerry bar,076840100323
1001,ben & jerry bar,076840100316
1001,Beef Jerky 1,092116008148
1001,battery d 2pk,5000394033610
1001,battery d 2pk,073096500174
1001,battery d 2pk,041333213019
1001,battery d 2pk,041333000985
1001,battery d 2pk,039800011398
1001,battery c 2pk,5000394033627
1001,battery c 2pk,073096500204
1001,battery c 2pk,041333214016
1001,battery c 2pk,039800011367
1001,battery aaa 4pk,8888021200126
1001,battery aaa 4pk,4891259524104
1001,battery aaa 4pk,041333424019
1001,battery aaa 2pk,5000394026568
1001,battery aaa 2pk,073096500266
1001,battery aaa 2pk,041333224015
1001,battery aaa 2pk,039800035967
1001,battery aa 4pk,5000394026599
1001,battery aa 4pk,4891259324100
1001,battery aa 4pk,073096500235
1001,battery aa 4pk,041333415017
1001,battery aa 2pk,5000394026711
1001,battery aa 2pk,4891259322106
1001,battery aa 2pk,041333215013
1001,battery aa 2pk,039800015464
1001,battery 9v 2pk,073096500303
1001,battery 9v 2pk,041333116013
1001,Barcel 299,757528008680
1001,Barcel 299,757528008581
1001,Barcel 299,757528003180
1001,Barcel 299,757528001322
1001,Barcel 299,757528001148
1001,Barcel 299,757528001117
1001,Barcel 299,757528001100
1001,Barcel 299,074323096323
1001,Barcel 299,074323078190
1001,Barcel 299,074323033519
1001,Barcel 299,074323027518
1001,Barcel 149,757528009205
1001,Barcel 149,757528008833
1001,Barcel 149,757528008826
1001,Barcel 149,757528008819
1001,Barcel 149,757528008802
1001,Barcel 149,757528003364
1001,Barcel 149,757528003111
1001,Barcel 149,757528001087
1001,Barcel 149,074323096262
1001,Barcel 149,074323078336
1001,Barcel 149,074323063912
1001,Barcel 149,074323058000
1001,Barcel 149,074323043587
1001,Barcel 149,074323033465
1001,Barcel 149,074323031591
1001,Barcel 149,074323027532
1001,bailey 50 flavor,086767701770
1001,bag,179594140437
1001,b2g1f reynold,012300250672
1001,b2g1f reynold,012300250665
1001,b2g1f phillip,028200195739
1001,b2g1f phillip,028200194336
1001,b2g1f phillip,028200194329
1001,b2g1f phillip,028200194312
1001,b2g1f phillip,028200194299
1001,b2g1f phillip,028200194282
1001,b2g1f phillip,028200194275
1001,b2g1f phillip,028200194251
1001,b2g1f phillip,028200194213
1001,b2g1f phillip,028200193261
1001,b2g1f phillip,028200193193
1001,b2g1f phillip,028200192332
1001,b2g1f phillip,028200191083
1001,b2g1f phillip,028200172891
1001,b2g1f,028200172877
1001,b2g1f,026100004991
1001,b2g1f,026100004984
1001,b1g1f reynold,027200364336
1001,b1g1f reynold,027200364251
1001,b1g1f reynold,027200359912
1001,b1g1f reynold,027200359776
1001,b1g1f reynold,027200359769
1001,b1g1f reynold,027200359752
1001,b1g1f reynold,027200343508
1001,b1g1f reynold,027200337637
1001,b1g1f reynold,027200101580
1001,b1g1f reynold,027200101573
1001,b1g1f reynold,012300360784
1001,b1g1f reynold,012300360777
1001,b1g1f reynold,012300350884
1001,b1g1f reynold,012300350877
1001,b1g1f reynold,012300350242
1001,b1g1f reynold,012300350235
1001,b1g1f reynold,012300350228
1001,b1g1f reynold,012300350211
1001,b1g1f reynold,012300341646
1001,b1g1f reynold,012300341639
1001,b1g1f reynold,012300339759
1001,b1g1f reynold,012300339742
1001,b1g1f reynold,012300332903
1001,b1g1f reynold,012300316552
1001,b1g1f reynold,012300316545
1001,b1g1f reynold,012300200035
1001,b1g1f reynold,012300200028
1001,b1g1f reynold,012300198820
1001,b1g1f reynold,012300198769
1001,b1g1f reynold,012300198745
1001,b1g1f reynold,012300198646
1001,b1g1f reynold,012300198639
1001,b1g1f reynold,012300198431
1001,b1g1f reynold,012300198417
1001,b1g1f reynold,012300192774
1001,b1g1f phillip 1,028200174024
1001,b1g1f phillip 1,028200173256
1001,b1g1f phillip 1,028200173218
1001,b1g1f phillip 1,028200172815
1001,b1g1f phillip 1,028200172785
1001,b1g1f phillip 1,028200172594
1001,b1g1f phillip,028200195838
1001,b1g1f phillip,028200195715
1001,b1g1f phillip,028200195692
1001,b1g1f phillip,028200195623
1001,b1g1f phillip,028200195074
1001,b1g1f phillip,028200194411
1001,b1g1f phillip,028200194398
1001,b1g1f phillip,028200194169
1001,b1g1f phillip,028200194152
1001,b1g1f phillip,028200194121
1001,b1g1f phillip,028200194084
1001,b1g1f phillip,028200194077
1001,b1g1f phillip,028200194060
1001,b1g1f phillip,028200193841
1001,b1g1f phillip,028200193377
1001,b1g1f phillip,028200192363
1001,b1g1f phillip,028200191748
1001,b1g1f phillip,028200190086
1001,b1g1f phillip,028200174727
1001,b1g1f phillip,028200174383
1001,b1g1f phillip,028200174376
1001,b1g1f phillip,028200174352
1001,b1g1f phillip,028200173980
1001,b1g1f phillip,028200173973
1001,b1g1f phillip,028200173362
1001,b1g1f phillip,028200172921
1001,b1g1f phillip,028200172914
1001,b1g1f phillip,028200172853
1001,b1g1f phillip,028200172839
1001,b1g1f newport,026100004496
1001,b1g1f newport,026100004472
1001,b1g1f newport,026100004465
1001,b1g1f,090600000906
1001,94922567612,785106522976
1001,90162602,611269991000
1001,894786000084,686790142290
1001,892049000758,080686110040
1001,880047,088004004804
1001,880047,088004000073
1001,880046,088004004811
1001,880046,088004000066
1001,877330,822130
1001,877330,087000007338
1001,877250,082000741633
1001,877025000137,008077101132
1001,877025000113,008077101118
1001,877025000106,008077101101
1001,872710,087000002715
1001,871890,835229003309
1001,855030,085000005033
1001,853930,085000003930
1001,853830,085000003831
1001,853810,085000003817
1001,853790,085000003794
1001,853237001230,853237001193
1001,853237000363,853237000165
1001,851780002124,851780002452
1001,835229005426,835229005303
1001,835229000308,835229000988
1001,835229000308,835229000704
1001,834266003822,834266003921
1001,834266001101,834266001088
1001,825680,811538010948
1001,822160,823610
1001,822070,823640
1001,821890,823630
1001,821280,082000001287
1001,820100,082000000105
1001,819046000444,819046000321
1001,818094000802,818094000383
1001,816518012172,816518012196
1001,816518011991,816518012233
1001,816518011977,816518010864
1001,812319018252,812319017705
1001,812319015480,812319017644
1001,811538010337,811538010511
1001,811538010139,811538010412
1001,793573107510,852876004008
1001,781610,078000001617
1001,780750,078000000757
1001,780340,078000000344
1001,780280,078000000283
1001,751667009188,751667067553
1001,751667001083,751667097796
1001,748927028799,748927027235
1001,744607069205,744607228480
1001,736040008613,083089003971
1001,721059247528,811538014038
1001,721059247511,811538014236
1001,721059227506,811538010238
1001,720815930636,720815931534
1001,712199070824,095600002400
1001,705105593616,705105596112
1001,705105593616,705105595214
1001,700729253748,820103691123
1001,689768111007,811538012072
1001,686464455008,686464521000
1001,678108144317,678108144430
1001,646511006546,646511005242
1001,646511006515,646511005235
1001,646511006508,646511005211
1001,646511006133,646511007277
1001,646511006010,646511007222
1001,646511006003,646511007239
1001,6440024423302,8801551103026
1001,633438700091,852832105411
1001,631656760323,631656701388
1001,631656700725,631656760583
1001,631656700589,631656760316
1001,631656700336,631656760354
1001,631656700305,631656760552
1001,631656700305,631656701760
1001,631656700299,631656760545
1001,631656700299,631656701746
1001,631656700282,631656760538
1001,631656700282,631656702224
1001,631656700237,631656701418
1001,631656700220,631656701463
1001,631656700206,631656760446
1001,631656700190,631656760347
1001,631656700183,631656760439
1001,631656602029,631656602593
1001,631656201130,631656700862
1001,631656201123,631656700879
1001,617768111758,617768121757
1001,613008722111,613008722135
1001,613008715267,613008722418
1001,611269818994,9002490206000
1001,610764830869,610764384782
1001,610764830821,610764384744
1001,610764830807,610764384720
1001,610466016554,634858000662
1001,610466016554,634858000013
1001,610466016554,018505128594
1001,610466016554,018505128570
1001,610466016554,018505128563
1001,610466016554,018505128556
1001,610466016554,018505128549
1001,610466016554,018505128532
1001,610466016554,018505128525
1001,610079524736,610079524750
1001,496630,049000050110
1001,496390,049000050103
1001,495510,049000050158
1001,495220,049000005226
1001,490080,495480
1001,455490,888109010102
1001,451450,888109010010
1001,451390,888109010065
1001,451040,888109010171
1001,450390,888109050030
1001,443820,044000003821
1001,433053,433353
1001,425701,425431
1001,425521,421921
1001,412446,041244990108
1001,404230,404050
1001,404210,404340
1001,401020,040000424314
1001,400230,404350
1001,400210,404190
1001,400030,040000422082
1001,323900001275,323900010765
1001,320190,032000000254
1001,318442,012000071782
1001,317833,317823
1001,307660739197,307660741206
1001,288632,287742
1001,288422,288432
1001,288422,287232
1001,287722,287312
1001,283612,283592
1001,282692,288172
1001,264711,261301
1001,259353,025900151614
1001,259053,025900151539
1001,229110,226650
1001,228440,022000112149
1001,210160,044000011574
1001,1pk phillip 3,028200176967
1001,1pk phillip 3,028200174925
1001,1pk phillip 3,028200174789
1001,1pk phillip 3,028200174765
1001,1pk phillip,028200174970
1001,1pk phillip,028200174734
1001,1pk phillip,028200174642
1001,1pk phillip,028200174345
1001,1pk phillip,028200174321
1001,1pk phillip,028200174017
1001,1pk phillip,028200173966
1001,1pk phillip,028200173836
1001,1pk phillip,028200173829
1001,1pk phillip,028200173812
1001,1pk phillip,028200173690
1001,1pk phillip,028200173652
1001,1pk phillip,028200173645
1001,1pk phillip,028200173614
1001,1pk phillip,028200173591
1001,1pk phillip,028200173461
1001,1pk deal reynold 2,012300502719
1001,1pk deal reynold 2,012300502689
1001,1pk deal reynold 2,012300502603
1001,1pk deal reynold 2,012300502573
1001,1pk deal reynold 2,012300367493
1001,1pk deal reynold 2,012300367462
1001,1pk deal reynold 2,012300118835
1001,1pk deal reynold,028200174062
1001,1pk deal reynold,012300368193
1001,1pk deal reynold,012300368186
1001,1pk deal reynold,012300367288
1001,1pk deal reynold,012300367196
1001,1pk deal reynold,012300367165
1001,1pk deal reynold,012300323734
1001,1pk deal reynold,012300323727
1001,1pk deal reynold,012300118163
1001,1pk deal phillip 2,028200173348
1001,1pk deal PallMall,273912
1001,1pk deal PallMall,273882
1001,1pk deal PallMall,273872
1001,1pk deal PallMall,027200347469
1001,1pk deal newport,266671
1001,1pk deal newport,266661
1001,189622,018200250149
1001,187462,018200255083
1001,187452,018200255090
1001,185952,018200255052
1001,185312,018200250125
1001,184682,018200250019
1001,184672,018200250118
1001,184662,018200250002
1001,183592,018200250088
1001,182662,018200250095
1001,182312,018200250033
1001,182252,018200250026
1001,181702,018200255106
1001,180530000593,610764384768
1001,166723,016600000739
1001,123593,123133
1001,121290,012000030659
1001,096619159895,6924180200880
1001,096619159895,6924180010205
1001,094922339676,094922368942
1001,094877,072890004789
1001,094187018873,094187028322
1001,093922015238,093922034239
1001,090478212432,090478410111
1001,090478212432,090478212159
1001,090478212401,090478410098
1001,090478212142,090478410043
1001,090478212135,090478415031
1001,090478212135,090478410036
1001,090478212128,090478415024
1001,090478212128,090478410135
1001,090478212128,090478410029
1001,090478212111,090478415017
1001,090478212111,090478410012
1001,089819813186,098137000222
1001,089540436814,083664871735
1001,089540436593,083664871773
1001,089540436593,083664870561
1001,089540436586,083664871766
1001,089540436586,083664870554
1001,089540168449,080686821601
1001,088544019054,088544220078
1001,088320002010,835229009349
1001,088130994642,613008735470
1001,088130994635,613008735159
1001,088110955342,088076172104
1001,088110931032,081753815844
1001,088110554057,081753811020
1001,088110153021,088110153052
1001,088110153021,081753816575
1001,088110151058,081753824235
1001,088110151058,081753821265
1001,088110151058,081753818494
1001,088110151058,081753813819
1001,088110150556,081753824228
1001,088110150525,081753815615
1001,088110110604,088110110642
1001,088110080020,088076171541
1001,088110070052,088076175587
1001,088110021191,088110021191
1001,088110021191,088110021092
1001,088110021108,088110021139
1001,088110011109,088110011130
1001,088110011093,088110011192
1001,088100134658,088100134559
1001,088076171985,088076169029
1001,088076171978,088076169050
1001,088076171978,080432568170
1001,088076168985,080432566176
1001,088076163171,088076168794
1001,088004146689,088004144692
1001,088004060473,088004004835
1001,088004010140,088004011543
1001,087692112167,087692102007
1001,087236700058,736040018728
1001,087236002596,087236002404
1001,087236002114,3024480008605
1001,087236001247,087236001575
1001,087236001162,3024482270123
1001,087236001162,087236001544
1001,087116069688,081753816308
1001,087116069688,081753815981
1001,087000700703,082000744917
1001,087000550155,080432101261
1001,087000550124,080432400999
1001,087000550124,080432107164
1001,086819539542,089819539543
1001,086767210067,086767702517
1001,086154151317,090478321202
1001,086154151317,090478321004
1001,086154151317,086154050399
1001,085246139431,085246500125
1001,085156515417,085156375011
1001,085156007509,085156175017
1001,084380420085,084380420283
1001,083960138037,087236400033
1001,083664870578,083664871780
1001,083300075251,081753810849
1001,083089710008,083089004015
1001,083089660358,083089660938
1001,083089660174,083089660198
1001,083089570350,080480282059
1001,083089560009,080480281038
1001,083089550154,080480280055
1001,083089524001,083089660921
1001,083089524001,083089660211
1001,083089524001,083089660006
1001,083078113179,792554620017
1001,083078113179,083078113148
1001,083078112110,083078113155
1001,082422659721,080686831129
1001,082422657444,080686836025
1001,082422470852,080686836032
1001,082422437305,080686836018
1001,082422020149,082422499723
1001,082417280107,691374333933
1001,082417280107,691374333032
1001,082184090503,082184090510
1001,082184090466,082184220450
1001,082184090466,082184082201
1001,082184087008,082184046791
1001,082184083062,082184038710
1001,082011273260,788714032455
1001,082000743767,811538010931
1001,082000743736,811538011594
1001,082000743736,811538010856
1001,082000725183,082000729082
1001,082000193012,811538010887
1001,082000192954,811538010924
1001,081753810818,083300075046
1001,081128074111,081128574116
1001,081128074111,081128074104
1001,081128023164,081128023188
1001,081128000011,081128723347
1001,080696921261,080696922077
1001,080696921261,080696921261
1001,080686835059,080686835059
1001,080686835028,080686835219
1001,080686832010,082422650759
1001,080686832010,080686832010
1001,080686831013,080686831013
1001,080686821700,080686821700
1001,080686821052,089540168432
1001,080686748038,082422010249
1001,080686748038,080686748038
1001,080686353409,080686615408
1001,080686001607,080686001614
1001,080660954097,080660954080
1001,080660203010,080660203102
1001,080480545406,089756260449
1001,080480505400,080480505417
1001,080480400644,080480401658
1001,080480400637,080480401641
1001,080480301149,804864
1001,080480301033,080480301132
1001,080480301026,080480001216
1001,080480230005,080480230197
1001,080480170028,080480003562
1001,080480025205,080480980641
1001,080432555170,721059897501
1001,080432403884,720815983939
1001,080432402443,720815985629
1001,080432402412,720815986046
1001,080432400463,080432106099
1001,080432400463,080432104033
1001,080432400463,080432103302
1001,080432400395,080432106747
1001,080432400395,080432106082
1001,080244002176,080244005184
1001,080244002152,080244005160
1001,078250003287,078250004925
1001,078000082401,078000102406
1001,078000041408,078000041408
1001,078000001624,781620
1001,077567132802,077567132819
1001,076860002522,076860002522
1001,076860000290,076860001242
1001,076860000214,076860000214
1001,076314302031,076314302079
1001,076183163788,076183202029
1001,076183163764,076183202104
1001,076183163740,076183202005
1001,076183163726,076183202050
1001,076183163689,076183202111
1001,076183163641,076183202043
1001,076183163634,076183202036
